CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,days_since_last_tx,txs_avg_amount,amount_std,avg_cashout_amount,ratio_recent_vs_past_txs,ratio_recent_vs_past_amount,ratio_cashouts,ratio_transfers,inflation_pressure,days_since_last_ss,total_ss_past30d,total_ss_past90d,avg_ss_per_wk,avg_ss_duration_min,std_ss_duration_min,ratio_ss_time_recent_vs_past,ratio_events_sessios,ratio_failed_ss,total_opened_push,Churn
15767821,528,France,Male,31,6,102016.72,2,0,0,80181.12,1,129864.90005952382,185564.41010597794,139149.77781818184,0.05365271349232022,0.6279718308379019,-1.104547024187924,-2.1854597357566328,0.035664000440574384,2,9,17,1.0,12.293041762548294,7.510796444007194,0.558679987915074,-1.6094379124341003,-3.2188758248682006,3,0
15737173,497,Spain,Male,24,3,0.0,2,1,0,76390.01,2,141239.8729015544,422954.52421532787,130895.9955,-0.05491575759611489,0.45768432597165776,-1.1569842948900169,-2.559807957961118,0.03196228921251409,1,3,8,0.6153846153846154,6.734453099209317,3.0420195143146613,0.10419145408397859,-1.2237754316221157,-2.1400661634962708,2,0
15632264,476,France,Female,34,10,0.0,2,1,0,26260.98,2,118174.10503333333,227767.00148136265,150933.45282608696,0.03599360264790545,0.09396575114294796,-1.1745107715956198,-2.52905643440093,0.0732271352950566,2,5,19,1.1923076923076923,12.534414773104073,9.804121270773596,-0.019469439262059737,-2.0794415416798357,-2.0794415416798357,2,0
15691483,549,France,Female,25,5,0.0,2,0,0,190857.79,2,103539.40155844156,161609.92520661876,135714.6178846154,0.04567003683318848,-0.056818637515758864,-1.0731332033671248,-2.270836394679465,0.02550279866874981,15,6,16,1.1666666666666667,12.810608088638487,8.416312218931315,-0.015712851294620876,-1.575536360758419,-2.6741486494265287,5,0
15600882,635,Spain,Female,35,7,0.0,2,1,1,65951.65,1,127241.53586956521,171477.82294530296,178295.52872340422,0.21130909366720696,0.5598977858043038,-1.0632729222228008,-2.9885637840753785,0.04884541971564432,2,5,11,0.6538461538461539,12.528910353306886,8.04057149295,0.40928828671365797,-1.791759469228055,-2.1972245773362196,3,0
15643966,616,Germany,Male,45,3,143129.41,2,0,1,64327.26,5,102380.73164556961,125369.79169370543,138986.93777777778,0.024097551579060524,-0.8224887863487982,-1.0498221244986778,-2.5902671654458267,0.06760811968111236,7,3,17,1.0384615384615385,18.96417139737534,14.792407947975777,-0.33456541692316444,-1.540445040947149,-2.639057329615259,3,0
15737452,653,Germany,Male,58,1,132602.88,1,1,0,5097.67,7,102544.3231818182,139312.86476083664,189979.63571428575,0.014815085785140682,0.3068652488429898,-1.0560526742493137,-3.1354942159291497,0.03586469209461317,20,3,11,1.0869565217391304,24.335970833535313,28.034450282610415,-0.33527797178913527,-1.3121863889661687,-3.258096538021482,4,1
15788218,549,Spain,Female,24,9,0.0,2,1,1,14406.41,1,166218.09671965317,502750.8822042711,126390.26616161616,0.15011841629931988,-0.45283459001329796,-1.2477251744654108,-2.1221893913933054,0.11041180849560996,6,2,5,0.48,6.33937590372745,2.2251349170505783,0.018990258538935354,-1.8718021769015913,-2.5649493574615367,0,0
15661507,587,Spain,Male,45,6,0.0,1,0,0,158684.81,1,124382.62722543352,161972.59179026794,172925.91469387757,-0.13815033848081704,-0.43662002515063886,-1.2470322937863831,-2.6741486494265287,0.04677035044141195,10,3,7,0.96,13.426199048985765,12.521759392157088,0.7220838572414848,-2.120263536200091,-3.2188758248682006,1,0
15568982,726,France,Female,24,6,0.0,2,1,1,54724.03,1,128041.15888888891,185654.25358951234,159284.91654205607,0.11375888535665817,0.6713498974084539,-0.9842954609882124,-2.7219877089459916,0.030256491199641723,3,4,16,1.4,12.526582501991157,10.336093686008969,-0.5304446532120395,-1.9740810260220096,-3.58351893845611,6,0
15577657,732,France,Male,41,8,0.0,2,1,1,170886.17,1,209073.10020527864,866157.5818777895,122965.28894736843,0.1505728584793742,0.5257569483787053,-1.270462545594769,-2.097141118779237,0.029781082294119902,3,2,10,0.9615384615384616,19.606781243973348,15.286893833631163,0.2641918348243105,-1.8718021769015913,-3.258096538021482,2,0
15597945,636,Spain,Female,32,8,0.0,2,1,0,138555.46,2,228488.15188405797,932071.3188863427,133716.65114754098,0.03125254350410453,1.580608754357067,-1.2104036946562264,-2.293015641977895,-0.004633216548317574,10,7,14,1.48,23.16948611367604,20.46770362688259,0.38547355784781684,-1.55814461804655,-2.9444389791664407,7,0
15699309,510,Spain,Female,38,4,0.0,1,1,0,118913.53,1,177726.20890909093,770803.7252467106,112396.29960526315,0.1142381896898437,0.841932541916529,-1.2765954438634661,-2.324563999712821,0.042628461373443526,23,1,3,0.4090909090909091,7.579216095999834,3.6724989583431418,0.042382180892234264,-1.6094379124341003,-2.3025850929940455,0,1
15725737,669,France,Male,46,3,0.0,2,0,1,8487.75,1,130149.94288888891,167712.00878519064,175601.10407407407,0.07257069283483537,0.27231573620276917,-1.1786549963416462,-2.431417964837014,0.05509766352355513,17,3,12,0.875,18.408999243395286,12.1134520290933,-0.5651609345603513,-1.9924301646902063,-2.3978952727983707,4,0
15625047,846,France,Female,38,5,0.0,1,1,1,187616.16,1,151242.42203703706,270603.7216204039,155054.85333333336,-0.21309321546070834,-0.10089440304125998,-1.2573606777439974,-2.4941233048929243,0.011449355410308573,12,4,14,1.16,21.443410892860523,16.09366086796824,-0.43760804581815255,-1.0986122886681098,-2.70805020110221,6,0
15738191,577,France,Male,25,3,0.0,2,0,1,124508.29,1,145988.62597222222,189096.79637024153,144687.4594736842,0.02353049741019425,-0.13837585557378687,-1.2947271675944,-2.093234863812172,0.04298603378243895,8,3,11,0.64,11.269319395127383,5.948698038956539,-0.18069524663319675,-2.1400661634962708,-2.833213344056216,1,0
15736816,756,Germany,Male,36,2,136815.64,1,1,1,170041.95,2,147371.04340425532,252398.96347783855,164689.6893333333,-0.06538275926285163,-0.4020680267323786,-1.0986122886681098,-2.2617630984737906,0.020352110585552172,9,4,13,0.84,27.80851925752601,30.732183350622734,-0.028085608539544882,-1.9924301646902063,-2.3978952727983707,5,0
15700772,571,France,Male,44,9,0.0,2,0,0,38433.35,2,127446.97494117646,192574.21804750751,127559.03390243904,-0.09278173345096621,-0.3654494641379015,-1.1263368366829645,-2.2493405784752336,0.07026098913195396,3,7,13,0.9615384615384616,11.101385243412606,5.682563493163994,0.5654029673511536,-2.159484249353372,-3.258096538021482,1,0
15728693,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,2,231604.49910714285,503196.03221136535,155622.00818181818,-0.1421744887805426,-1.5338237178219627,-0.9075570519054005,-2.097141118779237,0.0681239751005169,55,0,6,0.9473684210526315,19.938296552579544,11.255671887004025,-1.04091161424301,-1.1526795099383855,-2.9444389791664407,5,0
15589475,591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,115860.45021276597,196502.99557835347,92595.47,-0.013072081567352775,0.99633741321044,-1.5686159179138452,-1.791759469228055,0.01758735275517048,20,1,10,0.8333333333333334,23.88338641952833,38.59735601688797,-1.6215745222670233,-0.8472978603872037,-3.044522437723423,2,1
15706552,533,France,Male,36,7,85311.7,1,0,1,156731.91,2,129376.43656108595,192361.19698380324,161684.94037037034,0.05205636195605291,-0.20192550404820803,-0.9959581346080263,-2.630088659632498,0.04685526521745814,6,3,14,1.0,24.551447569816922,25.342479559182085,-0.13997879768129098,-1.1786549963416462,-2.5649493574615367,4,0
15750181,553,Germany,Male,41,9,110112.54,2,0,0,81898.81,2,167812.56015957447,408539.12437278015,164172.4348214286,-0.07472354619593631,-1.0705117447348762,-1.1986957472250923,-1.9836504770381604,0.06887964073861594,1,9,19,1.3461538461538463,19.484869323493918,13.520415928357602,0.7372345123873463,-1.0185695809945732,-2.890371757896165,3,0
15659428,520,Spain,Female,42,6,0.0,2,1,1,34410.55,2,366726.7039655172,1394218.2542088644,145933.32075,-0.09333193979221922,-0.3337632369536641,-1.0486018680934484,-2.0541237336955462,0.12091393777479151,9,5,13,1.0,18.549086497056727,11.227859690984127,-0.3239141743686201,-0.9555114450274363,-1.8718021769015913,5,0
15732963,722,Spain,Female,29,9,0.0,2,1,1,142033.07,2,147555.79202985074,306255.24483330554,143245.6742477876,0.07061756721395342,0.278165110618282,-1.0809127115687087,-2.639057329615259,0.04479490371591724,3,5,13,1.36,24.77978828122201,21.500135926406656,0.292818565011746,-1.0704414117014134,-2.8622008809294686,2,0
15788448,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,6,107706.90703296702,116349.50432033303,120741.41617647058,0.05715841383994862,0.1721223790554091,-0.9664405155596265,-2.575878427993727,0.05164901989033784,9,1,4,0.6,12.345306173579269,7.209517142500611,-0.3745077621616611,-1.6739764335716716,-2.772588722239781,2,0
15729599,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,3,118118.38813253015,186621.2814062243,151492.87977272726,0.05908891637000658,0.2242962617767342,-1.3113313226464354,-2.6330871626287546,0.036796848186207,8,5,12,1.24,12.596253249248429,8.445602391321037,0.08321977276788449,-1.5198257537444133,-3.4657359027997265,5,0
15717426,850,France,Male,36,7,0.0,1,1,1,40812.9,1,156991.87595132744,431116.7751114514,116807.26146853145,0.05715841383994862,0.09741797173712952,-1.1460788259070334,-2.2240718273724074,0.07522941049679521,11,3,8,0.52,7.153414731288736,3.633076937934725,0.08451387796559284,-1.9459101490553135,-2.639057329615259,2,0
15585768,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,1,265654.5557763158,556013.3229922506,234730.08102301793,0.08124767227287978,0.07611283679365244,-0.6633715180712232,-2.8969637395783177,0.02052415642728165,1,13,31,2.1153846153846154,25.50079281530073,21.3909136576398,0.41783595619104447,-0.6580558607486751,-3.332204510175204,23,0
15619360,472,Spain,Male,40,4,0.0,1,1,0,70154.22,1,134336.89427419356,240633.54693760636,115441.28154761906,-0.1096989172564245,-0.44167170088552665,-1.0748016399743912,-2.020945334998227,0.060873951188122936,34,0,4,0.42105263157894735,10.337936172859749,7.3884198699863814,-0.4195588747531597,-1.5040773967762742,-2.1972245773362196,0,0
15738148,465,France,Female,51,8,122522.32,1,0,0,181297.65,1,152513.37158273382,325078.7179824259,131517.31222222224,-0.173019164131641,0.3144915938697323,-1.1130010261202092,-2.3766930651477676,0.01683004115860791,8,3,14,1.0,22.427359122515156,15.097574536597978,0.17209906492616173,-1.4271163556401458,-2.5257286443082556,2,1
15687946,556,France,Female,61,2,117419.35,1,1,1,94153.83,2,229051.78140625003,633038.4977267792,156544.34,0.2528353411216126,0.5576779946812155,-1.0833448165373212,-2.228477120840324,0.03848437850664278,3,4,12,1.12,17.50580136014496,13.800466493634593,-0.04606443521209643,-1.0647107369924282,-3.367295829986474,2,0
15755196,834,France,Female,49,2,131394.56,1,0,0,194365.76,12,94698.775,130447.4259604059,198130.97,-0.13157635778871932,-2.535593756289126,-1.1314021114911006,-2.740840023925201,0.04621431811001056,6,3,5,0.8,16.48640341742028,10.480538195374649,0.5066446825384333,-1.6582280766035324,-3.044522437723423,2,1
15684171,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,1,268830.3778627968,607866.2106715675,248381.98594594593,0.05182506786458595,-0.33959123048586504,-0.7144245790072301,-2.9444389791664407,0.05577442147385422,3,14,37,3.24,30.10160363192296,33.65638677312652,0.0735238564464295,-0.7958013346200287,-3.713572066704308,24,0
15754849,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,3,135567.2068604651,253038.03177607563,181463.12289473685,0.0,0.19533145327342186,-0.8023464725249373,-3.367295829986474,0.044845305495366944,1,4,12,0.8461538461538461,26.82652161040064,22.057887784077117,0.14553554171736757,-1.0560526742493137,-2.03688192726104,5,0
15771573,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,141530.6293846154,415492.21165629325,122367.56256410257,-0.15415067982725836,-1.114621327114301,-1.1863178690872151,-2.795755781521316,0.05272315230203482,24,1,9,1.3043478260869565,19.17230893314748,17.71862744784115,-0.3475864604477407,-1.3545456628053103,-3.4339872044851463,4,1
15766205,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,1,132473.53573529408,176903.03729679322,148245.71210526314,-0.05918887139033053,0.19080641406544277,-1.2383742310432684,-2.1546649629174235,0.03130136635052029,5,2,7,0.84,21.193052203124346,14.571658844370099,-0.3492082808770293,-1.1451323043030026,-3.0910424533583156,6,0
15771873,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,1,117994.83933333335,168181.84782118458,133783.36416666667,0.043802622658393055,-0.39986048070116165,-0.8690378470236094,-1.824549292051046,0.03611776241511726,24,2,18,1.565217391304348,21.0279666514329,17.701978608800093,-1.6379130867641323,-1.213022639845854,-2.917770732084279,7,0
15616550,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,1,317710.17474692204,1355015.3268672486,243198.07079487175,-0.1440393702229377,-0.569593818006919,-0.6270729539759459,-2.984862601317087,0.02606086775301366,1,19,46,3.3461538461538463,32.76316624519254,31.630179939112452,0.015011010709196701,-0.33420208808667373,-3.784189633918261,23,0
15768193,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,2,167288.96779411763,317529.7662602107,142253.06127659575,0.03704127168034929,-0.28170911692261785,-1.048779914920234,-2.086767581771909,0.04989872908546651,3,4,16,1.1923076923076923,21.37035938869264,20.936180290728977,-0.8049316967405374,-1.2685113254635072,-2.0794415416798357,7,0
15683553,788,France,Female,33,5,0.0,2,0,0,116978.19,1,128089.90667447307,226070.21940259507,122977.42857142854,0.06575137756278043,0.14076523518878567,-1.2149361091232056,-2.16730289747117,0.04099365615657265,16,2,5,0.5416666666666666,7.878061395817808,7.5247423901092825,0.11953921269424703,-1.9459101490553135,-2.639057329615259,2,0
15702298,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,9,128168.70488636364,221356.96708763114,148633.39719999998,-0.13192754304254806,-0.3983019648442795,-1.2305398317106577,-2.409194828052304,0.018407930030729488,12,2,7,0.9130434782608695,10.66658703869371,5.978584944849065,-0.06384988003892568,-1.4816045409242156,-3.0910424533583156,2,1
15569590,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,2,85996.691875,84749.5024310319,82452.724,-0.016000341346441075,-1.0122285779464195,-1.041453874828161,-1.7346010553881064,0.06156336491750573,62,0,1,0.6666666666666666,12.759148268366454,8.827868423029907,-0.04815855956105756,-1.8718021769015913,-1.8718021769015913,3,1
15760861,619,France,Male,43,1,125211.92,1,1,1,113410.49,15,228515.451923077,576563.5736558455,104189.33769230767,-0.14595391262307983,-2.6791760170231433,-0.6567795363890705,-2.1972245773362196,0.11802164343472893,19,2,9,0.75,17.902870805921452,13.548614199727309,0.3328198115028479,-2.2512917986064953,-2.9444389791664407,4,0
15630053,656,France,Male,45,5,127864.4,1,1,0,87107.57,1,154544.46384615384,357347.0703671526,139537.09814814816,-0.1438941796600693,-0.837700921718357,-1.1895840668738362,-2.03688192726104,0.05922247285846425,2,7,15,1.28,26.913239829248674,31.43365002025205,0.6326843574810098,-1.2992829841302609,-3.4965075614664802,4,0
15647091,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,2,0.2608695652173913,6.540692549508248,3.7813190254757045,-0.03281577247666979,-1.252762968495368,-1.9459101490553135,1,0
15623944,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,97914.48761904764,139758.63710898135,124906.46130434785,-0.10763066419236533,-1.3368721759444127,-1.4853852637641216,-2.0984897366505306,0.13497483041233282,33,0,3,0.42857142857142855,7.829330867454938,3.7242832716799525,-0.41556660212486946,-2.3025850929940455,-2.3025850929940455,0,1
15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,4,159677.47648148148,406953.9670432588,127250.19710526317,0.06062462181643484,-0.683098251429427,-1.0277862360994972,-2.4941233048929243,0.06850874734014262,4,2,14,1.0769230769230769,17.96811988801692,13.395083439398595,-1.2562421298773756,-1.1700712526502546,-2.6741486494265287,4,0
15651280,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,1,156900.77098591553,239110.56645868917,166998.79135135136,-0.05310982531394829,-0.2753625159426332,-1.3252584705335215,-2.0184056510934667,0.0493280299959627,2,6,11,0.8260869565217391,15.389687133018777,12.663528685163051,1.046368950646511,-1.6094379124341003,-2.995732273553991,3,0
15773469,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,1,211076.03344632772,1405718.6957262415,155818.2832142857,-0.05959209720224566,-1.483972421138318,-1.138732282457535,-3.1023420086122493,0.06983035468340106,1,6,21,1.5,17.266463465036466,11.822466539522866,0.0740107125722444,-1.3862943611198906,-2.995732273553991,5,0
15702014,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,3,73938.63055555556,64419.66446397581,89962.962,0.014815085785140682,0.6145291303032591,-1.1526795099383855,-2.2512917986064953,0.01817867475491519,11,3,5,0.5454545454545454,11.739335646520422,8.830082472819408,0.7225996594076195,-1.466337068793427,-2.5649493574615367,2,0
15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,1,145792.29854166668,309450.9871799272,130657.87867647059,-0.03822121282019797,-0.06625109350207457,-1.4323201835151729,-2.200690785312706,0.05130995883289173,1,4,9,0.75,21.49275284721718,37.919436387960396,-0.8003986557934124,-1.2039728043259361,-2.3025850929940455,1,0
15592461,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,1,122714.08057142858,224441.56069394757,156199.49432432433,0.15276275455241017,0.27719968761387803,-1.3111737306517826,-2.463853240590168,0.04547390705290232,9,1,10,0.75,11.901218506553054,8.29022550788219,-1.11362464138649,-1.845826690498331,-2.9444389791664407,2,0
15789484,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,1,150853.79695187166,323216.1208200754,142091.4876190476,0.9162907318741551,12.113026413560892,-1.4752418471363868,-2.403228618773733,0.07591016124641323,11,6,8,0.7083333333333334,15.887295878117838,10.57721119668093,1.148250528903442,-1.5040773967762742,-2.890371757896165,2,0
15696061,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,4,109884.20193548387,183793.11818431207,93713.88111111111,0.028170876966696224,0.8178969347448973,-1.1631508098056809,-2.772588722239781,0.06569371069438021,12,3,6,0.6521739130434783,14.860739855708038,15.17913229983474,0.5999293134327534,-2.0794415416798357,-2.772588722239781,3,0
15641582,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,1,287714.5791440501,619971.5239015848,242897.77135135134,0.1150693297847871,0.04907043886515803,-0.6139871917175496,-2.9946900639755474,0.022325169482937036,3,13,36,3.3461538461538463,25.721417422600123,20.813962837432342,-0.22840997905780727,-0.4700036292457356,-3.378724525810097,21,0
15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,91,159233.70696629214,574880.4487017795,142484.45296296294,0.0,0.0,-1.1676051601550612,-2.1972245773362196,0.5398903967481123,2,5,11,1.0,21.0383663080811,26.7059303040941,0.8999316133572273,-1.5040773967762742,-3.295836866004329,4,0
15755648,675,France,Female,21,8,98373.26,1,1,0,18203.0,1,132253.73942424243,268454.250315199,124649.18974358974,0.16620217491407133,0.5067127314191481,-1.215639180621169,-2.2452585978023274,0.04978758182227736,1,3,7,0.5,14.27471106132524,8.781940040584125,0.21513940879721163,-1.1786549963416462,-2.5649493574615367,1,0
15703793,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,213693.20632768367,317205.41660834063,224009.74362499997,-0.017094433359300183,-0.6142173848054422,-0.7873343956196464,-2.8791984572980396,0.08839897492734647,15,2,15,1.391304347826087,19.215558626632024,13.576247416682003,-0.95356531752882,-0.1643030512912763,-3.4965075614664802,11,1
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,1,143341.48726744184,581394.1846327748,106157.03761904762,0.17662353567931685,-0.5856505242210873,-1.1801053229192926,-2.4423470353692043,0.09554039870518803,21,1,6,0.5217391304347826,8.90240773668691,6.089938982603064,0.09571744829235923,-2.5649493574615367,-2.5649493574615367,1,0
15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,56,80928.31,0.0,80928.31,-0.01652930195121047,-7.207715540029545,0.0,-0.6931471805599453,0.5658612414820744,5,2,5,0.5263157894736842,12.918001139062138,10.060923080474826,0.2006126968996918,-0.7884573603642702,-2.3978952727983707,1,0
15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,1,199809.2641304348,568680.0645039272,124646.67,0.08223809823697201,-0.23068721015126242,-0.9641820195785699,-2.295416603515433,0.04740133042887036,12,4,11,0.9166666666666666,24.302855522899858,19.093751114260282,-0.1535819689537535,-0.7375989431307791,-2.4423470353692043,6,0
15770811,519,France,Male,36,9,0.0,2,0,1,145562.4,1,147478.41356223176,290157.4240408068,154291.0691025641,0.04317217186520878,-0.35142963103026664,-1.08587326289068,-2.2364452904895007,0.0518161157243564,6,5,19,1.76,23.992641714643923,28.658397904711542,0.27830211443687836,-1.5040773967762742,-3.1135153092103742,7,0
15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0,6,103080.39807692308,124699.79954053338,130012.06,0.043802622658393055,1.5600102197361756,-1.0986122886681098,-2.1972245773362196,0.05015011921261176,6,4,10,1.1538461538461537,15.318630116193837,10.46297220769904,0.14247849790814648,-1.0360919316867756,-2.740840023925201,5,0
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,2,102658.65389880953,184944.83431886073,110722.17484848484,-0.06899287148695156,-0.3440282470052097,-1.2149127443642704,-2.6420291000044163,0.04807149952242178,4,5,10,0.9615384615384616,22.161941147965443,23.142772116677474,-0.10536297825143867,-1.1786549963416462,-2.5649493574615367,4,0
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,1,121041.7212589928,201141.37051461815,145185.51034482758,0.07673379423138943,0.37929581106898674,-1.1538749673431592,-2.4957175658922157,0.03503794205231717,1,3,13,1.0769230769230769,13.17778136666389,9.06268592888929,-0.8953638978056001,-1.7578579175523736,-3.367295829986474,3,0
15575185,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,2,167679.8849689441,275188.39892124856,198424.83288888886,-0.04525659158812083,-0.28861050427908896,-1.2589549387432892,-2.0918640616783932,0.026551358274673396,2,3,12,0.6538461538461539,12.863964731882497,7.791511400983496,-0.3537385889000083,-1.5040773967762742,-2.890371757896165,1,0
15803136,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,1,107254.26752500002,182942.44438631512,138185.29698113207,0.0,-0.04883922918323966,-1.3211325928446631,-2.559974222821423,0.04076626080200571,6,4,8,0.782608695652174,12.624970244463256,9.343631550849343,0.4487370523994941,-0.9985288301111273,-2.2512917986064953,3,0
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,5,106325.12818181817,142017.78189001424,211019.88909090907,0.18721154208814655,1.4515579556906502,-1.041453874828161,-3.5263605246161616,0.01490248256147168,26,2,8,0.8695652173913043,20.187543433705446,19.251835783481976,-0.12872051210432656,-0.6466271649250525,-2.3513752571634776,1,0
15663706,777,France,Female,32,2,0.0,1,1,0,136458.19,3,125296.97400000002,190847.261244846,99809.64555555553,-0.055569851154810765,0.9526581466846458,-1.62924053973028,-1.62924053973028,0.008681859614259851,15,1,5,0.47619047619047616,11.265554587249143,10.674108901822564,-0.1058048648930181,-2.3978952727983707,-2.3978952727983707,2,1
15641732,543,France,Female,36,3,0.0,2,0,0,26019.59,1,118434.94066985647,185813.32885417147,131521.20545454547,0.02135312447056906,0.09137289947468567,-1.1424149113265027,-2.70805020110221,0.07178540379814818,20,1,6,0.75,10.13302198302118,3.6680116773571565,-0.23936338704390567,-1.9459101490553135,-1.9459101490553135,0,0
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,2,112375.98915254236,207203.90432628168,148173.98275862072,0.0727593542824283,-0.613396978820884,-1.377926111449374,-2.381228220313159,0.06985004066381818,17,2,10,0.8333333333333334,11.13147723848844,7.980514563286826,-0.44118180249405187,-1.6582280766035324,-2.3513752571634776,6,0
